PRODUCT_COST_ID,PRODUCT_ID,SITE_ID,COST_TYPE,MATERIAL_COST,LABOR_COST,OVERHEAD_COST,TOTAL_COST,CURRENCY_ID,COSTING_METHOD,EFFECTIVE_DATE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
89,89,6,STANDARD,473.02,365.41,22.5,860.93,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
90,90,8,STANDARD,1815.09,44.4,190.99,2050.48,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
91,91,2,STANDARD,1383.4,386.11,83.38,1852.89,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
92,92,1,STANDARD,374.71,331.4,44.26,750.37,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
93,93,1,STANDARD,93.22,154.87,135.52,383.61,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
94,94,3,STANDARD,1762.02,27.53,40.29,1829.84,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
95,95,8,STANDARD,272.69,18.69,140.34,431.72,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
96,96,3,STANDARD,296.81,415.67,175.47,887.95,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
97,97,2,STANDARD,1215.22,116.88,20.65,1352.75,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
98,98,3,STANDARD,1580.49,490.39,168.88,2239.76,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
99,99,7,STANDARD,841.78,119.56,195.13,1156.47,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
100,100,8,STANDARD,456.08,466.97,85.24,1008.29,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
101,101,3,STANDARD,1973.22,360.44,72.12,2405.78,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
102,102,4,STANDARD,243.62,36.54,34.48,314.64,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
103,103,5,STANDARD,1591.05,254.38,60.29,1905.72,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
104,104,2,STANDARD,1236.8,63.7,90.44,1390.94,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
105,105,8,STANDARD,1685.01,443.66,34.53,2163.2,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
106,106,6,STANDARD,1031.56,418.7,158.72,1608.98,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
107,107,5,STANDARD,1030.61,440.13,21.93,1492.67,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
108,108,3,STANDARD,1985.74,451.05,69.25,2506.04,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
109,109,6,STANDARD,1468.31,306.14,134.12,1908.57,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
110,110,7,STANDARD,180.49,155.36,72.65,408.5,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
111,111,3,STANDARD,746.88,108.54,131.55,986.97,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
112,112,3,STANDARD,543.21,396.83,112.36,1052.4,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
113,113,7,STANDARD,370.2,33.03,176.22,579.45,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
114,114,4,STANDARD,651.74,312.81,89.65,1054.2,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
115,115,6,STANDARD,1356.41,466.94,33.48,1856.83,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
116,116,8,STANDARD,1573.63,137.86,169.14,1880.63,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
117,117,1,STANDARD,1370.4,283.46,43.86,1697.72,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
118,118,8,STANDARD,1828.26,392.75,194.17,2415.18,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
119,119,1,STANDARD,360.5,325.97,17.81,704.28,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
120,120,5,STANDARD,830.58,160.63,173.38,1164.59,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
121,121,2,STANDARD,1171.75,310.62,100.39,1582.76,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
122,122,1,STANDARD,1022.71,196.92,179.78,1399.41,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
123,123,3,STANDARD,1577.59,498.81,40.13,2116.53,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
124,124,1,STANDARD,661.64,399.48,17.9,1079.02,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
125,125,6,STANDARD,1730.69,317.41,14.76,2062.86,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
126,126,6,STANDARD,1735.36,221.24,83.0,2039.6,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
127,127,5,STANDARD,510.36,60.58,62.9,633.84,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
128,128,8,STANDARD,1002.4,214.42,99.75,1316.57,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
129,129,7,STANDARD,1965.3,269.23,140.15,2374.68,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
130,130,6,STANDARD,206.92,29.1,54.2,290.22,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
131,131,4,STANDARD,590.15,270.63,177.08,1037.86,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
132,132,8,STANDARD,1570.69,374.69,64.39,2009.77,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
133,133,8,STANDARD,1443.8,215.42,7.38,1666.6,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
134,134,8,STANDARD,1241.57,265.39,43.64,1550.6,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
135,135,2,STANDARD,1580.09,58.59,168.27,1806.95,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
