EMISSION_SCOPED_ID,RECORD_DATE,SUPPLIER_ID,SCOPE_TYPE,EMISSION_QUANTITY_MT,EMISSION_SOURCE
89,2024-06-19,2,SCOPE_2,24.7848,Purchased electricity
90,2024-06-19,2,SCOPE_3,279.4289,Product use
91,2024-07-19,2,SCOPE_1,17.063,Company vehicles
92,2024-07-19,2,SCOPE_2,28.3998,Purchased electricity
93,2024-07-19,2,SCOPE_3,252.669,Supplier manufacturing
94,2024-08-18,2,SCOPE_1,5.6813,Fugitive emissions
95,2024-08-18,2,SCOPE_2,36.85,Purchased electricity
96,2024-08-18,2,SCOPE_3,108.079,Supplier manufacturing
97,2024-09-17,2,SCOPE_1,13.6706,Company vehicles
98,2024-09-17,2,SCOPE_2,47.5639,Purchased steam
99,2024-09-17,2,SCOPE_3,110.5743,End-of-life
100,2024-10-17,2,SCOPE_1,25.665,Fugitive emissions
101,2024-10-17,2,SCOPE_2,11.1206,Purchased steam
102,2024-10-17,2,SCOPE_3,282.3349,Transportation
103,2024-11-16,2,SCOPE_1,15.4283,Direct combustion
104,2024-11-16,2,SCOPE_2,38.7819,Purchased electricity
105,2024-11-16,2,SCOPE_3,53.2403,End-of-life
106,2024-12-16,2,SCOPE_1,12.9514,Company vehicles
107,2024-12-16,2,SCOPE_2,45.4385,Purchased cooling
108,2024-12-16,2,SCOPE_3,84.4795,Transportation
109,2025-01-15,2,SCOPE_1,12.1671,Fugitive emissions
110,2025-01-15,2,SCOPE_2,49.1494,Purchased electricity
111,2025-01-15,2,SCOPE_3,173.8462,Transportation
112,2025-02-14,2,SCOPE_1,13.8825,Direct combustion
113,2025-02-14,2,SCOPE_2,31.4982,Purchased cooling
114,2025-02-14,2,SCOPE_3,184.4968,Product use
115,2025-03-16,2,SCOPE_1,15.3701,Direct combustion
116,2025-03-16,2,SCOPE_2,11.4414,Purchased steam
117,2025-03-16,2,SCOPE_3,159.7955,Transportation
118,2025-04-15,2,SCOPE_1,14.9778,Fugitive emissions
119,2025-04-15,2,SCOPE_2,19.5739,Purchased electricity
120,2025-04-15,2,SCOPE_3,265.6779,Transportation
121,2025-05-15,2,SCOPE_1,29.8162,Direct combustion
122,2025-05-15,2,SCOPE_2,47.3183,Purchased cooling
123,2025-05-15,2,SCOPE_3,178.8381,Product use
124,2025-06-14,2,SCOPE_1,10.4991,Direct combustion
125,2025-06-14,2,SCOPE_2,29.1213,Purchased electricity
126,2025-06-14,2,SCOPE_3,68.9971,Supplier manufacturing
127,2025-07-14,2,SCOPE_1,15.2313,Fugitive emissions
128,2025-07-14,2,SCOPE_2,11.2583,Purchased electricity
129,2025-07-14,2,SCOPE_3,145.0907,End-of-life
130,2025-08-13,2,SCOPE_1,28.4213,Company vehicles
131,2025-08-13,2,SCOPE_2,17.8654,Purchased electricity
132,2025-08-13,2,SCOPE_3,76.2921,Product use
133,2025-09-12,2,SCOPE_1,6.8361,Company vehicles
134,2025-09-12,2,SCOPE_2,36.9549,Purchased electricity
135,2025-09-12,2,SCOPE_3,297.1336,End-of-life
136,2025-10-12,2,SCOPE_1,5.4135,Company vehicles
137,2025-10-12,2,SCOPE_2,23.2181,Purchased electricity
138,2025-10-12,2,SCOPE_3,278.6786,Transportation
139,2025-11-11,2,SCOPE_1,10.6255,Company vehicles
140,2025-11-11,2,SCOPE_2,14.3407,Purchased cooling
141,2025-11-11,2,SCOPE_3,277.5574,Transportation
142,2025-12-11,2,SCOPE_1,29.5543,Fugitive emissions
143,2025-12-11,2,SCOPE_2,22.2073,Purchased cooling
144,2025-12-11,2,SCOPE_3,218.0181,End-of-life
145,2024-01-21,3,SCOPE_1,25.6983,Fugitive emissions
146,2024-01-21,3,SCOPE_2,10.97,Purchased steam
147,2024-01-21,3,SCOPE_3,291.9833,Supplier manufacturing
148,2024-02-20,3,SCOPE_1,15.0921,Fugitive emissions
149,2024-02-20,3,SCOPE_2,30.2184,Purchased steam
150,2024-02-20,3,SCOPE_3,125.2386,Supplier manufacturing
151,2024-03-21,3,SCOPE_1,5.8498,Direct combustion
152,2024-03-21,3,SCOPE_2,10.3749,Purchased cooling
153,2024-03-21,3,SCOPE_3,83.1901,Product use
154,2024-04-20,3,SCOPE_1,14.6029,Direct combustion
155,2024-04-20,3,SCOPE_2,45.9549,Purchased electricity
156,2024-04-20,3,SCOPE_3,283.4185,Transportation
157,2024-05-20,3,SCOPE_1,15.4923,Direct combustion
158,2024-05-20,3,SCOPE_2,27.9464,Purchased steam
159,2024-05-20,3,SCOPE_3,60.3299,Supplier manufacturing
160,2024-06-19,3,SCOPE_1,14.0347,Direct combustion
161,2024-06-19,3,SCOPE_2,43.5788,Purchased electricity
162,2024-06-19,3,SCOPE_3,205.7428,Product use
163,2024-07-19,3,SCOPE_1,25.9775,Fugitive emissions
164,2024-07-19,3,SCOPE_2,28.8917,Purchased electricity
165,2024-07-19,3,SCOPE_3,140.5159,End-of-life
166,2024-08-18,3,SCOPE_1,17.5962,Direct combustion
167,2024-08-18,3,SCOPE_2,35.1146,Purchased electricity
168,2024-08-18,3,SCOPE_3,81.7032,Transportation
169,2024-09-17,3,SCOPE_1,16.632,Company vehicles
170,2024-09-17,3,SCOPE_2,29.325,Purchased cooling
171,2024-09-17,3,SCOPE_3,252.788,Supplier manufacturing
172,2024-10-17,3,SCOPE_1,17.3219,Fugitive emissions
173,2024-10-17,3,SCOPE_2,33.9858,Purchased cooling
174,2024-10-17,3,SCOPE_3,145.1937,Transportation
175,2024-11-16,3,SCOPE_1,7.2111,Fugitive emissions
176,2024-11-16,3,SCOPE_2,36.3045,Purchased electricity
177,2024-11-16,3,SCOPE_3,82.5253,Product use
178,2024-12-16,3,SCOPE_1,8.5673,Company vehicles
179,2024-12-16,3,SCOPE_2,10.901,Purchased steam
180,2024-12-16,3,SCOPE_3,77.5861,Transportation
181,2025-01-15,3,SCOPE_1,17.6028,Company vehicles
182,2025-01-15,3,SCOPE_2,15.5937,Purchased steam
183,2025-01-15,3,SCOPE_3,193.4423,Transportation
184,2025-02-14,3,SCOPE_1,18.0322,Direct combustion
185,2025-02-14,3,SCOPE_2,44.8147,Purchased steam
186,2025-02-14,3,SCOPE_3,157.2802,Supplier manufacturing
187,2025-03-16,3,SCOPE_1,29.5469,Direct combustion
188,2025-03-16,3,SCOPE_2,20.4383,Purchased electricity
189,2025-03-16,3,SCOPE_3,135.1887,Supplier manufacturing
190,2025-04-15,3,SCOPE_1,8.0715,Direct combustion
191,2025-04-15,3,SCOPE_2,24.6035,Purchased steam
192,2025-04-15,3,SCOPE_3,219.3219,Product use
193,2025-05-15,3,SCOPE_1,12.0792,Direct combustion
194,2025-05-15,3,SCOPE_2,46.9459,Purchased cooling
195,2025-05-15,3,SCOPE_3,178.571,Product use
196,2025-06-14,3,SCOPE_1,27.2534,Company vehicles
197,2025-06-14,3,SCOPE_2,12.9069,Purchased steam
198,2025-06-14,3,SCOPE_3,282.0222,Transportation
199,2025-07-14,3,SCOPE_1,22.2857,Direct combustion
200,2025-07-14,3,SCOPE_2,49.5577,Purchased electricity
201,2025-07-14,3,SCOPE_3,179.2989,Supplier manufacturing
202,2025-08-13,3,SCOPE_1,22.5165,Direct combustion
203,2025-08-13,3,SCOPE_2,41.3839,Purchased steam
204,2025-08-13,3,SCOPE_3,297.4067,End-of-life
205,2025-09-12,3,SCOPE_1,28.387,Company vehicles
206,2025-09-12,3,SCOPE_2,29.9054,Purchased electricity
207,2025-09-12,3,SCOPE_3,229.7392,End-of-life
208,2025-10-12,3,SCOPE_1,12.2127,Fugitive emissions
209,2025-10-12,3,SCOPE_2,30.1247,Purchased steam
210,2025-10-12,3,SCOPE_3,68.1644,Transportation
211,2025-11-11,3,SCOPE_1,16.3054,Direct combustion
212,2025-11-11,3,SCOPE_2,18.1851,Purchased electricity
213,2025-11-11,3,SCOPE_3,188.2284,Supplier manufacturing
214,2025-12-11,3,SCOPE_1,29.0511,Direct combustion
215,2025-12-11,3,SCOPE_2,21.2993,Purchased cooling
216,2025-12-11,3,SCOPE_3,238.8756,Transportation
217,2024-01-21,4,SCOPE_1,29.3051,Fugitive emissions
218,2024-01-21,4,SCOPE_2,41.6551,Purchased cooling
219,2024-01-21,4,SCOPE_3,94.2758,End-of-life
220,2024-02-20,4,SCOPE_1,20.2256,Fugitive emissions
221,2024-02-20,4,SCOPE_2,24.2298,Purchased electricity
222,2024-02-20,4,SCOPE_3,137.5275,Transportation
223,2024-03-21,4,SCOPE_1,18.0221,Company vehicles
224,2024-03-21,4,SCOPE_2,47.8608,Purchased cooling
225,2024-03-21,4,SCOPE_3,104.1196,Product use
226,2024-04-20,4,SCOPE_1,14.1273,Direct combustion
227,2024-04-20,4,SCOPE_2,35.4504,Purchased cooling
228,2024-04-20,4,SCOPE_3,156.4013,End-of-life
229,2024-05-20,4,SCOPE_1,27.759,Company vehicles
230,2024-05-20,4,SCOPE_2,47.4655,Purchased steam
231,2024-05-20,4,SCOPE_3,223.7219,Transportation
232,2024-06-19,4,SCOPE_1,25.1375,Direct combustion
233,2024-06-19,4,SCOPE_2,33.2136,Purchased steam
234,2024-06-19,4,SCOPE_3,265.3386,Supplier manufacturing
235,2024-07-19,4,SCOPE_1,28.0438,Direct combustion
236,2024-07-19,4,SCOPE_2,39.7493,Purchased steam
237,2024-07-19,4,SCOPE_3,70.4039,Transportation
238,2024-08-18,4,SCOPE_1,21.0753,Fugitive emissions
239,2024-08-18,4,SCOPE_2,44.6797,Purchased cooling
240,2024-08-18,4,SCOPE_3,182.5154,Transportation
241,2024-09-17,4,SCOPE_1,15.1068,Direct combustion
242,2024-09-17,4,SCOPE_2,23.262,Purchased cooling
243,2024-09-17,4,SCOPE_3,291.8682,Transportation
244,2024-10-17,4,SCOPE_1,16.3151,Company vehicles
245,2024-10-17,4,SCOPE_2,15.3707,Purchased cooling
246,2024-10-17,4,SCOPE_3,188.5102,Supplier manufacturing
247,2024-11-16,4,SCOPE_1,24.5069,Company vehicles
248,2024-11-16,4,SCOPE_2,10.4819,Purchased cooling
249,2024-11-16,4,SCOPE_3,183.9296,End-of-life
250,2024-12-16,4,SCOPE_1,5.3349,Direct combustion
251,2024-12-16,4,SCOPE_2,40.1049,Purchased steam
252,2024-12-16,4,SCOPE_3,295.7363,Transportation
253,2025-01-15,4,SCOPE_1,23.6552,Fugitive emissions
254,2025-01-15,4,SCOPE_2,35.6301,Purchased electricity
255,2025-01-15,4,SCOPE_3,66.9928,Transportation
256,2025-02-14,4,SCOPE_1,10.1746,Fugitive emissions
257,2025-02-14,4,SCOPE_2,14.8841,Purchased cooling
258,2025-02-14,4,SCOPE_3,162.995,Transportation
259,2025-03-16,4,SCOPE_1,11.2033,Direct combustion
260,2025-03-16,4,SCOPE_2,17.5984,Purchased steam
261,2025-03-16,4,SCOPE_3,218.2037,Transportation
262,2025-04-15,4,SCOPE_1,13.7516,Fugitive emissions
263,2025-04-15,4,SCOPE_2,20.63,Purchased steam
264,2025-04-15,4,SCOPE_3,232.0464,Transportation
265,2025-05-15,4,SCOPE_1,27.2732,Direct combustion
266,2025-05-15,4,SCOPE_2,19.7115,Purchased cooling
267,2025-05-15,4,SCOPE_3,143.2967,Product use
268,2025-06-14,4,SCOPE_1,16.377,Fugitive emissions
269,2025-06-14,4,SCOPE_2,14.9996,Purchased cooling
270,2025-06-14,4,SCOPE_3,50.3533,Product use
271,2025-07-14,4,SCOPE_1,24.4779,Company vehicles
272,2025-07-14,4,SCOPE_2,42.1061,Purchased electricity
273,2025-07-14,4,SCOPE_3,292.3296,Supplier manufacturing
274,2025-08-13,4,SCOPE_1,29.6877,Company vehicles
275,2025-08-13,4,SCOPE_2,34.589,Purchased electricity
276,2025-08-13,4,SCOPE_3,295.5869,End-of-life
277,2025-09-12,4,SCOPE_1,29.6068,Company vehicles
278,2025-09-12,4,SCOPE_2,18.4944,Purchased electricity
279,2025-09-12,4,SCOPE_3,55.0975,Product use
280,2025-10-12,4,SCOPE_1,9.4504,Fugitive emissions
281,2025-10-12,4,SCOPE_2,19.2894,Purchased cooling
282,2025-10-12,4,SCOPE_3,108.5029,Product use
283,2025-11-11,4,SCOPE_1,29.5175,Fugitive emissions
284,2025-11-11,4,SCOPE_2,48.2959,Purchased steam
285,2025-11-11,4,SCOPE_3,145.8754,Supplier manufacturing
286,2025-12-11,4,SCOPE_1,12.3388,Company vehicles
287,2025-12-11,4,SCOPE_2,22.5232,Purchased cooling
288,2025-12-11,4,SCOPE_3,117.8364,End-of-life
289,2024-01-21,5,SCOPE_1,14.3544,Direct combustion
290,2024-01-21,5,SCOPE_2,42.4654,Purchased steam
291,2024-01-21,5,SCOPE_3,67.5889,Transportation
292,2024-02-20,5,SCOPE_1,7.2047,Company vehicles
293,2024-02-20,5,SCOPE_2,39.2127,Purchased steam
294,2024-02-20,5,SCOPE_3,85.1551,End-of-life
295,2024-03-21,5,SCOPE_1,27.5256,Company vehicles
296,2024-03-21,5,SCOPE_2,26.0421,Purchased cooling
297,2024-03-21,5,SCOPE_3,84.161,Product use
298,2024-04-20,5,SCOPE_1,20.3236,Fugitive emissions
299,2024-04-20,5,SCOPE_2,27.1343,Purchased steam
300,2024-04-20,5,SCOPE_3,293.8625,Product use
301,2024-05-20,5,SCOPE_1,29.5084,Direct combustion
302,2024-05-20,5,SCOPE_2,15.6849,Purchased cooling
303,2024-05-20,5,SCOPE_3,75.8231,Transportation
304,2024-06-19,5,SCOPE_1,28.8273,Direct combustion
305,2024-06-19,5,SCOPE_2,29.7367,Purchased steam
306,2024-06-19,5,SCOPE_3,284.2183,Product use
307,2024-07-19,5,SCOPE_1,28.0005,Fugitive emissions
308,2024-07-19,5,SCOPE_2,22.6601,Purchased steam
309,2024-07-19,5,SCOPE_3,294.2533,Supplier manufacturing
310,2024-08-18,5,SCOPE_1,17.5485,Direct combustion
311,2024-08-18,5,SCOPE_2,15.2642,Purchased cooling
312,2024-08-18,5,SCOPE_3,111.976,End-of-life
313,2024-09-17,5,SCOPE_1,17.0816,Fugitive emissions
314,2024-09-17,5,SCOPE_2,39.494,Purchased electricity
315,2024-09-17,5,SCOPE_3,56.2011,Product use
316,2024-10-17,5,SCOPE_1,9.7028,Direct combustion
317,2024-10-17,5,SCOPE_2,47.2081,Purchased electricity
318,2024-10-17,5,SCOPE_3,213.0142,Product use
319,2024-11-16,5,SCOPE_1,14.9904,Fugitive emissions
320,2024-11-16,5,SCOPE_2,43.2894,Purchased cooling
321,2024-11-16,5,SCOPE_3,209.5383,Transportation
322,2024-12-16,5,SCOPE_1,12.6061,Direct combustion
323,2024-12-16,5,SCOPE_2,21.8438,Purchased steam
324,2024-12-16,5,SCOPE_3,271.2949,End-of-life
325,2025-01-15,5,SCOPE_1,16.2969,Direct combustion
326,2025-01-15,5,SCOPE_2,31.5421,Purchased cooling
327,2025-01-15,5,SCOPE_3,128.2192,Product use
328,2025-02-14,5,SCOPE_1,10.6021,Direct combustion
329,2025-02-14,5,SCOPE_2,39.3651,Purchased electricity
330,2025-02-14,5,SCOPE_3,177.9979,End-of-life
331,2025-03-16,5,SCOPE_1,22.5185,Fugitive emissions
332,2025-03-16,5,SCOPE_2,37.3261,Purchased electricity
333,2025-03-16,5,SCOPE_3,69.2111,Supplier manufacturing
334,2025-04-15,5,SCOPE_1,11.8578,Direct combustion
335,2025-04-15,5,SCOPE_2,22.5876,Purchased electricity
336,2025-04-15,5,SCOPE_3,130.2068,Transportation
337,2025-05-15,5,SCOPE_1,26.2627,Fugitive emissions
338,2025-05-15,5,SCOPE_2,13.8495,Purchased electricity
339,2025-05-15,5,SCOPE_3,125.3581,Transportation
340,2025-06-14,5,SCOPE_1,15.4882,Direct combustion
341,2025-06-14,5,SCOPE_2,44.8948,Purchased electricity
342,2025-06-14,5,SCOPE_3,206.6458,Supplier manufacturing
343,2025-07-14,5,SCOPE_1,23.2277,Fugitive emissions
344,2025-07-14,5,SCOPE_2,41.7533,Purchased steam
345,2025-07-14,5,SCOPE_3,168.8106,Product use
346,2025-08-13,5,SCOPE_1,19.1071,Direct combustion
347,2025-08-13,5,SCOPE_2,38.5842,Purchased steam
348,2025-08-13,5,SCOPE_3,244.4725,Product use
349,2025-09-12,5,SCOPE_1,13.7007,Direct combustion
350,2025-09-12,5,SCOPE_2,19.577,Purchased steam
351,2025-09-12,5,SCOPE_3,129.3827,Transportation
352,2025-10-12,5,SCOPE_1,14.2758,Company vehicles
353,2025-10-12,5,SCOPE_2,47.656,Purchased steam
354,2025-10-12,5,SCOPE_3,87.9554,Supplier manufacturing
355,2025-11-11,5,SCOPE_1,25.1728,Fugitive emissions
356,2025-11-11,5,SCOPE_2,26.8517,Purchased electricity
357,2025-11-11,5,SCOPE_3,124.4526,Transportation
358,2025-12-11,5,SCOPE_1,17.3732,Company vehicles
359,2025-12-11,5,SCOPE_2,46.214,Purchased steam
360,2025-12-11,5,SCOPE_3,93.5632,Supplier manufacturing
361,2024-01-21,6,SCOPE_1,20.9895,Fugitive emissions
362,2024-01-21,6,SCOPE_2,12.0276,Purchased cooling
363,2024-01-21,6,SCOPE_3,239.8681,Supplier manufacturing
364,2024-02-20,6,SCOPE_1,27.4054,Fugitive emissions
365,2024-02-20,6,SCOPE_2,21.5948,Purchased cooling
366,2024-02-20,6,SCOPE_3,145.9063,Supplier manufacturing
367,2024-03-21,6,SCOPE_1,20.2857,Fugitive emissions
368,2024-03-21,6,SCOPE_2,32.1244,Purchased cooling
369,2024-03-21,6,SCOPE_3,264.2284,Supplier manufacturing
370,2024-04-20,6,SCOPE_1,16.83,Fugitive emissions
371,2024-04-20,6,SCOPE_2,22.6429,Purchased steam
372,2024-04-20,6,SCOPE_3,148.572,End-of-life
373,2024-05-20,6,SCOPE_1,24.1904,Fugitive emissions
374,2024-05-20,6,SCOPE_2,36.4548,Purchased cooling
375,2024-05-20,6,SCOPE_3,66.7787,End-of-life
376,2024-06-19,6,SCOPE_1,25.0126,Company vehicles
377,2024-06-19,6,SCOPE_2,11.4603,Purchased steam
378,2024-06-19,6,SCOPE_3,147.5567,Product use
379,2024-07-19,6,SCOPE_1,10.7871,Company vehicles
380,2024-07-19,6,SCOPE_2,12.134,Purchased steam
381,2024-07-19,6,SCOPE_3,176.0188,End-of-life
382,2024-08-18,6,SCOPE_1,23.5136,Company vehicles
383,2024-08-18,6,SCOPE_2,33.5687,Purchased electricity
384,2024-08-18,6,SCOPE_3,156.8068,Product use
385,2024-09-17,6,SCOPE_1,29.233,Company vehicles
386,2024-09-17,6,SCOPE_2,13.0821,Purchased steam
387,2024-09-17,6,SCOPE_3,244.92,Transportation
388,2024-10-17,6,SCOPE_1,5.8866,Company vehicles
389,2024-10-17,6,SCOPE_2,25.1462,Purchased steam
390,2024-10-17,6,SCOPE_3,220.7954,Supplier manufacturing
391,2024-11-16,6,SCOPE_1,18.1576,Direct combustion
392,2024-11-16,6,SCOPE_2,22.0821,Purchased cooling
393,2024-11-16,6,SCOPE_3,152.8598,Transportation
394,2024-12-16,6,SCOPE_1,23.7144,Direct combustion
395,2024-12-16,6,SCOPE_2,12.7955,Purchased cooling
396,2024-12-16,6,SCOPE_3,63.5855,Supplier manufacturing
397,2025-01-15,6,SCOPE_1,5.6569,Company vehicles
398,2025-01-15,6,SCOPE_2,38.5779,Purchased electricity
399,2025-01-15,6,SCOPE_3,123.8038,Product use
400,2025-02-14,6,SCOPE_1,20.8773,Fugitive emissions
401,2025-02-14,6,SCOPE_2,43.116,Purchased steam
402,2025-02-14,6,SCOPE_3,157.5082,End-of-life
403,2025-03-16,6,SCOPE_1,17.4165,Direct combustion
404,2025-03-16,6,SCOPE_2,14.4882,Purchased cooling
405,2025-03-16,6,SCOPE_3,271.9784,Transportation
406,2025-04-15,6,SCOPE_1,10.6922,Company vehicles
407,2025-04-15,6,SCOPE_2,25.8284,Purchased electricity
408,2025-04-15,6,SCOPE_3,268.5035,Product use
409,2025-05-15,6,SCOPE_1,28.3154,Company vehicles
410,2025-05-15,6,SCOPE_2,26.4202,Purchased steam
411,2025-05-15,6,SCOPE_3,142.2457,Product use
412,2025-06-14,6,SCOPE_1,22.9898,Direct combustion
413,2025-06-14,6,SCOPE_2,16.1083,Purchased cooling
414,2025-06-14,6,SCOPE_3,129.5664,End-of-life
415,2025-07-14,6,SCOPE_1,5.3812,Direct combustion
416,2025-07-14,6,SCOPE_2,44.2842,Purchased steam
417,2025-07-14,6,SCOPE_3,97.3825,Product use
418,2025-08-13,6,SCOPE_1,9.6875,Direct combustion
419,2025-08-13,6,SCOPE_2,28.7945,Purchased steam
420,2025-08-13,6,SCOPE_3,194.2483,Product use
421,2025-09-12,6,SCOPE_1,24.4158,Company vehicles
422,2025-09-12,6,SCOPE_2,14.0992,Purchased cooling
423,2025-09-12,6,SCOPE_3,280.8122,Transportation
424,2025-10-12,6,SCOPE_1,22.7451,Company vehicles
425,2025-10-12,6,SCOPE_2,38.2471,Purchased cooling
426,2025-10-12,6,SCOPE_3,219.0118,Product use
427,2025-11-11,6,SCOPE_1,20.4369,Direct combustion
428,2025-11-11,6,SCOPE_2,20.1381,Purchased steam
429,2025-11-11,6,SCOPE_3,133.9992,Transportation
430,2025-12-11,6,SCOPE_1,23.7386,Fugitive emissions
431,2025-12-11,6,SCOPE_2,45.7117,Purchased cooling
432,2025-12-11,6,SCOPE_3,91.0027,Transportation
433,2024-01-21,7,SCOPE_1,8.4236,Company vehicles
434,2024-01-21,7,SCOPE_2,43.2872,Purchased cooling
435,2024-01-21,7,SCOPE_3,163.9043,Transportation
436,2024-02-20,7,SCOPE_1,18.656,Company vehicles
437,2024-02-20,7,SCOPE_2,44.4774,Purchased electricity
438,2024-02-20,7,SCOPE_3,73.4624,Supplier manufacturing
439,2024-03-21,7,SCOPE_1,19.3615,Company vehicles
440,2024-03-21,7,SCOPE_2,28.1418,Purchased electricity
441,2024-03-21,7,SCOPE_3,239.866,Transportation
442,2024-04-20,7,SCOPE_1,26.3414,Company vehicles
443,2024-04-20,7,SCOPE_2,29.5902,Purchased steam
444,2024-04-20,7,SCOPE_3,257.2382,End-of-life
445,2024-05-20,7,SCOPE_1,20.0698,Direct combustion
446,2024-05-20,7,SCOPE_2,17.5954,Purchased cooling
