PARTY_ID,PARTY_CODE,PARTY_TYPE,PARTY_NAME,TAX_ID,DUNS_NUMBER,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
20,PARTY-00020,SUPPLIER,Continental Alloys Components,TAX000000020,860000020,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
21,PARTY-00021,SUPPLIER,Integrated Hydraulic GmbH,TAX000000021,860000021,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
22,PARTY-00022,SUPPLIER,Superior Alloys Components,TAX000000022,860000022,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
23,PARTY-00023,SUPPLIER,Apex Electronic Corp,TAX000000023,860000023,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
24,PARTY-00024,SUPPLIER,Elite Thermal Supply,TAX000000024,860000024,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
25,PARTY-00025,SUPPLIER,Alpine Pneumatic Manufacturing,TAX000000025,860000025,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
26,PARTY-00026,SUPPLIER,Premier Ceramic Solutions,TAX000000026,860000026,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
27,PARTY-00027,SUPPLIER,Advanced Precision Engineering,TAX000000027,860000027,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
28,PARTY-00028,SUPPLIER,Continental Bio Industries,TAX000000028,860000028,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
29,PARTY-00029,SUPPLIER,Advanced Chemical Materials,TAX000000029,860000029,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
30,PARTY-00030,SUPPLIER,Premier Pneumatic Ltd,TAX000000030,860000030,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
31,PARTY-00031,SUPPLIER,Alpine Precision GmbH,TAX000000031,860000031,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
32,PARTY-00032,SUPPLIER,Alpine Alloys GmbH,TAX000000032,860000032,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
33,PARTY-00033,SUPPLIER,Alpine Composite S.A.,TAX000000033,860000033,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
34,PARTY-00034,SUPPLIER,Apex Chemical Engineering,TAX000000034,860000034,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
35,PARTY-00035,SUPPLIER,United Hydraulic Engineering,TAX000000035,860000035,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
36,PARTY-00036,SUPPLIER,Nordic Hydraulic Solutions,TAX000000036,860000036,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
37,PARTY-00037,SUPPLIER,Apex Composite Group,TAX000000037,860000037,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
38,PARTY-00038,SUPPLIER,Integrated Hydraulic Supply,TAX000000038,860000038,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
39,PARTY-00039,SUPPLIER,Allied Electronic Components,TAX000000039,860000039,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
40,PARTY-00040,SUPPLIER,Apex Bio Manufacturing,TAX000000040,860000040,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
41,PARTY-00041,SUPPLIER,Strategic Pneumatic S.A.,TAX000000041,860000041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
42,PARTY-00042,SUPPLIER,Nordic Ceramic Technologies,TAX000000042,860000042,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
43,PARTY-00043,SUPPLIER,Advanced Pneumatic S.A.,TAX000000043,860000043,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
44,PARTY-00044,SUPPLIER,Global Ceramic Partners,TAX000000044,860000044,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
45,PARTY-00045,SUPPLIER,Atlantic Hydraulic Solutions,TAX000000045,860000045,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
46,PARTY-00046,SUPPLIER,United Alloys Industries,TAX000000046,860000046,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
47,PARTY-00047,SUPPLIER,Pacific Polymer Manufacturing,TAX000000047,860000047,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
48,PARTY-00048,SUPPLIER,Strategic Composite AG,TAX000000048,860000048,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
49,PARTY-00049,SUPPLIER,Superior Pneumatic GmbH,TAX000000049,860000049,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
50,PARTY-00050,SUPPLIER,Allied Thermal Co.,TAX000000050,860000050,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
51,PARTY-00051,SUPPLIER,Alpine Chemical Partners,TAX000000051,860000051,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
52,PARTY-00052,SUPPLIER,Superior Precision Co.,TAX000000052,860000052,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
53,PARTY-00053,SUPPLIER,Dynamic Alloys Engineering,TAX000000053,860000053,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
54,PARTY-00054,SUPPLIER,Precision Pneumatic Materials,TAX000000054,860000054,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
55,PARTY-00055,SUPPLIER,Atlantic Composite Co.,TAX000000055,860000055,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
56,PARTY-00056,SUPPLIER,Summit Alloys Components,TAX000000056,860000056,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
57,PARTY-00057,SUPPLIER,Pacific Electronic Inc,TAX000000057,860000057,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
58,PARTY-00058,SUPPLIER,Precision Pneumatic Components,TAX000000058,860000058,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
59,PARTY-00059,SUPPLIER,Advanced Hydraulic Corp,TAX000000059,860000059,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
60,PARTY-00060,SUPPLIER,Dynamic Composite Solutions,TAX000000060,860000060,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
61,PARTY-00061,SUPPLIER,United Ceramic S.A.,TAX000000061,860000061,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
62,PARTY-00062,SUPPLIER,Dynamic Composite Industries,TAX000000062,860000062,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
63,PARTY-00063,SUPPLIER,Premier Chemical Ltd,TAX000000063,860000063,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
64,PARTY-00064,SUPPLIER,Nordic Electronic Manufacturing,TAX000000064,860000064,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
65,PARTY-00065,SUPPLIER,Precision Electronic Ltd,TAX000000065,860000065,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
66,PARTY-00066,SUPPLIER,Dynamic Ceramic Technologies,TAX000000066,860000066,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
67,PARTY-00067,SUPPLIER,United Electronic Supply,TAX000000067,860000067,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
68,PARTY-00068,SUPPLIER,Alpine Precision Group,TAX000000068,860000068,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
69,PARTY-00069,SUPPLIER,Elite Electronic S.A.,TAX000000069,860000069,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
70,PARTY-00070,SUPPLIER,Summit Ceramic S.A.,TAX000000070,860000070,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
71,PARTY-00071,SUPPLIER,Atlantic Bio Solutions,TAX000000071,860000071,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
72,PARTY-00072,SUPPLIER,Allied Composite Co.,TAX000000072,860000072,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
73,PARTY-00073,SUPPLIER,Pacific Chemical Technologies,TAX000000073,860000073,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
74,PARTY-00074,SUPPLIER,Prime Bio Technologies,TAX000000074,860000074,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
75,PARTY-00075,SUPPLIER,Integrated Chemical Supply,TAX000000075,860000075,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
76,PARTY-00076,SUPPLIER,Alpine Ceramic Supply,TAX000000076,860000076,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
77,PARTY-00077,SUPPLIER,United Metals S.A.,TAX000000077,860000077,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
78,PARTY-00078,SUPPLIER,Strategic Hydraulic Engineering,TAX000000078,860000078,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
79,PARTY-00079,SUPPLIER,Atlantic Alloys Corp,TAX000000079,860000079,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
80,PARTY-00080,SUPPLIER,Summit Pneumatic GmbH,TAX000000080,860000080,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
81,PARTY-00081,SUPPLIER,Integrated Electronic Systems,TAX000000081,860000081,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
82,PARTY-00082,SUPPLIER,Elite Precision Materials,TAX000000082,860000082,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
83,PARTY-00083,SUPPLIER,Pacific Alloys Materials,TAX000000083,860000083,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
84,PARTY-00084,SUPPLIER,Summit Polymer Inc,TAX000000084,860000084,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
85,PARTY-00085,SUPPLIER,Strategic Metals S.A.,TAX000000085,860000085,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
86,PARTY-00086,SUPPLIER,Allied Hydraulic Solutions,TAX000000086,860000086,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
87,PARTY-00087,SUPPLIER,Atlantic Thermal Partners,TAX000000087,860000087,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
88,PARTY-00088,SUPPLIER,Continental Pneumatic Manufacturing,TAX000000088,860000088,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
89,PARTY-00089,SUPPLIER,Dynamic Polymer Manufacturing,TAX000000089,860000089,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
90,PARTY-00090,SUPPLIER,Apex Alloys Components,TAX000000090,860000090,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
91,PARTY-00091,SUPPLIER,Pacific Composite Partners,TAX000000091,860000091,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
92,PARTY-00092,SUPPLIER,Alpine Precision Supply,TAX000000092,860000092,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
93,PARTY-00093,SUPPLIER,Atlantic Electronic Manufacturing,TAX000000093,860000093,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
94,PARTY-00094,SUPPLIER,Pacific Polymer Group,TAX000000094,860000094,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
95,PARTY-00095,SUPPLIER,Dynamic Bio Partners,TAX000000095,860000095,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
96,PARTY-00096,SUPPLIER,Continental Thermal S.A.,TAX000000096,860000096,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
97,PARTY-00097,SUPPLIER,Strategic Pneumatic GmbH,TAX000000097,860000097,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
98,PARTY-00098,SUPPLIER,Alpine Chemical AG,TAX000000098,860000098,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
99,PARTY-00099,SUPPLIER,Superior Chemical Group,TAX000000099,860000099,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
100,PARTY-00100,SUPPLIER,Atlantic Pneumatic Corp,TAX000000100,860000100,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
101,PARTY-00101,SUPPLIER,Nordic Ceramic Manufacturing,TAX000000101,860000101,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
102,PARTY-00102,SUPPLIER,Nordic Metals GmbH,TAX000000102,860000102,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
103,PARTY-00103,SUPPLIER,United Ceramic GmbH,TAX000000103,860000103,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
104,PARTY-00104,SUPPLIER,Atlantic Hydraulic Systems,TAX000000104,860000104,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
105,PARTY-00105,SUPPLIER,Superior Polymer AG,TAX000000105,860000105,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
106,PARTY-00106,SUPPLIER,Prime Alloys Corp,TAX000000106,860000106,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
107,PARTY-00107,SUPPLIER,Elite Ceramic Manufacturing,TAX000000107,860000107,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
108,PARTY-00108,SUPPLIER,Premier Electronic Technologies,TAX000000108,860000108,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
109,PARTY-00109,SUPPLIER,Allied Composite Manufacturing,TAX000000109,860000109,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
110,PARTY-00110,SUPPLIER,Superior Composite Solutions,TAX000000110,860000110,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
111,PARTY-00111,SUPPLIER,Prime Alloys Inc,TAX000000111,860000111,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
112,PARTY-00112,SUPPLIER,Atlantic Thermal Components,TAX000000112,860000112,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
113,PARTY-00113,SUPPLIER,Continental Thermal Technologies,TAX000000113,860000113,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
114,PARTY-00114,SUPPLIER,Dynamic Pneumatic Co.,TAX000000114,860000114,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
115,PARTY-00115,SUPPLIER,Atlantic Pneumatic Manufacturing,TAX000000115,860000115,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
116,PARTY-00116,SUPPLIER,Prime Thermal Inc,TAX000000116,860000116,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
117,PARTY-00117,SUPPLIER,Premier Precision Materials,TAX000000117,860000117,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
118,PARTY-00118,SUPPLIER,Summit Ceramic Solutions,TAX000000118,860000118,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
119,PARTY-00119,SUPPLIER,United Hydraulic Corp,TAX000000119,860000119,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
120,PARTY-00120,SUPPLIER,Prime Polymer Materials,TAX000000120,860000120,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
121,PARTY-00121,SUPPLIER,Strategic Alloys Group,TAX000000121,860000121,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
122,PARTY-00122,SUPPLIER,Global Precision Components,TAX000000122,860000122,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
123,PARTY-00123,SUPPLIER,Continental Composite AG,TAX000000123,860000123,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
124,PARTY-00124,SUPPLIER,Advanced Precision Corp,TAX000000124,860000124,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
125,PARTY-00125,SUPPLIER,Advanced Composite GmbH,TAX000000125,860000125,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
126,PARTY-00126,SUPPLIER,Summit Precision Group,TAX000000126,860000126,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
127,PARTY-00127,SUPPLIER,Allied Composite Corp,TAX000000127,860000127,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
128,PARTY-00128,SUPPLIER,Strategic Polymer Inc,TAX000000128,860000128,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
129,PARTY-00129,SUPPLIER,Apex Metals Solutions,TAX000000129,860000129,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
130,PARTY-00130,SUPPLIER,Apex Alloys Solutions,TAX000000130,860000130,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
131,PARTY-00131,SUPPLIER,Prime Bio Partners,TAX000000131,860000131,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
132,PARTY-00132,SUPPLIER,Atlantic Alloys AG,TAX000000132,860000132,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
133,PARTY-00133,SUPPLIER,United Thermal Technologies,TAX000000133,860000133,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
134,PARTY-00134,SUPPLIER,Elite Thermal Components,TAX000000134,860000134,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
135,PARTY-00135,SUPPLIER,Premier Chemical AG,TAX000000135,860000135,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
136,PARTY-00136,SUPPLIER,Atlantic Pneumatic Technologies,TAX000000136,860000136,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
137,PARTY-00137,SUPPLIER,United Polymer Partners,TAX000000137,860000137,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
138,PARTY-00138,SUPPLIER,Advanced Composite Supply,TAX000000138,860000138,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
139,PARTY-00139,SUPPLIER,Nordic Pneumatic AG,TAX000000139,860000139,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
140,PARTY-00140,SUPPLIER,Allied Ceramic Ltd,TAX000000140,860000140,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
141,PARTY-00141,SUPPLIER,Apex Hydraulic Solutions,TAX000000141,860000141,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
