SUPPLIER_PRODUCT_ID,SUPPLIER_ID,PRODUCT_ID,SUPPLIER_PART_NUMBER,SUPPLIER_PRODUCT_DESCRIPTION,LEAD_TIME_DAYS,MINIMUM_ORDER_QUANTITY,ORDER_MULTIPLE,UNIT_PRICE,PRICE_UNIT_OF_MEASURE_ID,CURRENCY_ID,PREFERRED_SUPPLIER_FLAG,EFFECTIVE_DATE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
25,13,193,SP-00000025,Supplier Part 25,13,56,2,2035.38,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
26,170,196,SP-00000026,Supplier Part 26,48,76,1,4563.96,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
27,143,489,SP-00000027,Supplier Part 27,24,41,1,1192.96,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
28,117,198,SP-00000028,Supplier Part 28,17,22,3,3015.1,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
29,46,430,SP-00000029,Supplier Part 29,19,83,7,1105.48,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
30,41,324,SP-00000030,Supplier Part 30,57,58,7,4438.58,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
31,194,153,SP-00000031,Supplier Part 31,36,30,4,1732.92,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
32,140,250,SP-00000032,Supplier Part 32,7,97,6,131.84,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
33,86,135,SP-00000033,Supplier Part 33,20,96,5,734.36,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
34,116,309,SP-00000034,Supplier Part 34,7,41,1,3348.44,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
35,70,408,SP-00000035,Supplier Part 35,41,20,6,636.36,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
36,1,200,SP-00000036,Supplier Part 36,11,27,7,3367.63,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
37,191,355,SP-00000037,Supplier Part 37,55,24,6,2506.45,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
38,119,471,SP-00000038,Supplier Part 38,22,19,4,4306.52,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
39,173,180,SP-00000039,Supplier Part 39,36,69,7,3911.08,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
40,5,163,SP-00000040,Supplier Part 40,7,79,10,4662.24,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
41,186,90,SP-00000041,Supplier Part 41,53,8,2,2304.63,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
42,66,477,SP-00000042,Supplier Part 42,25,62,4,2188.23,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
43,118,158,SP-00000043,Supplier Part 43,32,21,2,2189.34,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
44,50,24,SP-00000044,Supplier Part 44,58,77,1,1646.25,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
45,159,106,SP-00000045,Supplier Part 45,50,85,8,382.16,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
46,58,457,SP-00000046,Supplier Part 46,31,30,9,2455.08,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
47,118,428,SP-00000047,Supplier Part 47,32,77,6,327.29,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
48,140,422,SP-00000048,Supplier Part 48,25,66,8,3772.78,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
49,3,17,SP-00000049,Supplier Part 49,56,4,4,2214.38,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
50,120,321,SP-00000050,Supplier Part 50,18,10,6,1233.21,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
51,73,8,SP-00000051,Supplier Part 51,29,37,6,903.36,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
52,137,62,SP-00000052,Supplier Part 52,30,41,1,485.7,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
53,17,243,SP-00000053,Supplier Part 53,34,92,8,2741.94,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
54,111,409,SP-00000054,Supplier Part 54,30,61,3,2374.4,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
55,29,353,SP-00000055,Supplier Part 55,7,89,1,1007.84,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
56,52,61,SP-00000056,Supplier Part 56,50,5,10,2145.59,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
57,45,66,SP-00000057,Supplier Part 57,45,90,6,67.08,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
58,108,426,SP-00000058,Supplier Part 58,32,20,2,2076.1,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
59,130,114,SP-00000059,Supplier Part 59,27,93,7,930.29,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
60,89,392,SP-00000060,Supplier Part 60,45,12,7,1811.73,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
61,39,88,SP-00000061,Supplier Part 61,35,70,3,3146.33,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
62,45,418,SP-00000062,Supplier Part 62,26,48,7,801.02,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
63,1,270,SP-00000063,Supplier Part 63,42,8,3,110.26,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
64,40,452,SP-00000064,Supplier Part 64,52,27,3,1697.15,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
65,14,159,SP-00000065,Supplier Part 65,47,7,4,641.76,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
66,168,453,SP-00000066,Supplier Part 66,36,37,8,3767.14,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
67,36,377,SP-00000067,Supplier Part 67,32,43,3,3142.31,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
68,14,153,SP-00000068,Supplier Part 68,14,24,7,4895.42,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
69,58,301,SP-00000069,Supplier Part 69,54,32,5,3874.89,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
70,111,163,SP-00000070,Supplier Part 70,12,57,4,4530.08,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
71,39,309,SP-00000071,Supplier Part 71,7,66,8,4649.61,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
72,189,397,SP-00000072,Supplier Part 72,35,88,6,3216.07,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
73,106,296,SP-00000073,Supplier Part 73,51,40,10,2880.93,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
74,158,110,SP-00000074,Supplier Part 74,27,33,9,1711.18,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
75,129,159,SP-00000075,Supplier Part 75,34,27,6,2653.21,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
76,83,78,SP-00000076,Supplier Part 76,44,21,3,4870.66,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
77,54,461,SP-00000077,Supplier Part 77,25,87,3,3933.98,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
78,33,221,SP-00000078,Supplier Part 78,38,41,4,2099.33,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
79,139,333,SP-00000079,Supplier Part 79,56,11,3,4360.68,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
80,108,480,SP-00000080,Supplier Part 80,48,73,3,4602.0,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
81,170,281,SP-00000081,Supplier Part 81,52,22,6,4077.64,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
82,83,40,SP-00000082,Supplier Part 82,27,14,6,1069.53,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
83,92,392,SP-00000083,Supplier Part 83,42,26,1,4363.53,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
84,59,238,SP-00000084,Supplier Part 84,57,24,4,1898.36,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
85,119,53,SP-00000085,Supplier Part 85,22,53,5,2535.74,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
86,65,42,SP-00000086,Supplier Part 86,10,4,3,4229.3,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
87,88,321,SP-00000087,Supplier Part 87,9,76,2,3237.09,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
88,2,127,SP-00000088,Supplier Part 88,38,88,1,1839.45,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
89,60,222,SP-00000089,Supplier Part 89,57,88,2,3647.16,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
90,114,448,SP-00000090,Supplier Part 90,48,45,1,4463.73,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
91,147,219,SP-00000091,Supplier Part 91,22,59,10,303.2,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
92,135,58,SP-00000092,Supplier Part 92,16,7,2,3793.11,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
93,22,399,SP-00000093,Supplier Part 93,29,41,4,2445.42,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
94,90,1,SP-00000094,Supplier Part 94,53,57,6,4008.79,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
95,73,93,SP-00000095,Supplier Part 95,17,36,10,2409.82,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
96,142,169,SP-00000096,Supplier Part 96,47,85,5,972.39,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
97,182,379,SP-00000097,Supplier Part 97,24,21,2,820.96,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
98,166,322,SP-00000098,Supplier Part 98,26,95,7,18.05,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
99,136,395,SP-00000099,Supplier Part 99,17,60,4,1970.22,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
100,173,222,SP-00000100,Supplier Part 100,46,33,1,4467.0,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
101,149,329,SP-00000101,Supplier Part 101,48,27,8,3463.49,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
102,189,390,SP-00000102,Supplier Part 102,52,75,10,1511.95,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
103,150,225,SP-00000103,Supplier Part 103,27,8,4,2368.86,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
104,130,33,SP-00000104,Supplier Part 104,35,55,8,3224.87,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
105,173,164,SP-00000105,Supplier Part 105,50,1,6,2625.5,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
106,142,91,SP-00000106,Supplier Part 106,37,61,5,2948.88,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
107,102,228,SP-00000107,Supplier Part 107,16,15,7,1683.11,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
108,3,99,SP-00000108,Supplier Part 108,27,55,10,3367.04,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
109,79,358,SP-00000109,Supplier Part 109,7,91,4,2412.12,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
110,167,363,SP-00000110,Supplier Part 110,51,77,6,3733.09,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
111,145,441,SP-00000111,Supplier Part 111,33,73,2,506.32,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
112,66,463,SP-00000112,Supplier Part 112,42,69,3,1457.64,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
113,108,345,SP-00000113,Supplier Part 113,54,73,3,219.97,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
114,55,469,SP-00000114,Supplier Part 114,32,19,10,3108.91,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
115,126,121,SP-00000115,Supplier Part 115,11,73,5,3552.85,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
116,33,315,SP-00000116,Supplier Part 116,12,17,9,4863.38,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
117,11,344,SP-00000117,Supplier Part 117,13,94,8,476.02,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
118,161,418,SP-00000118,Supplier Part 118,18,28,3,428.12,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
119,26,128,SP-00000119,Supplier Part 119,20,17,8,4809.4,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
120,121,287,SP-00000120,Supplier Part 120,51,63,7,1897.6,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
121,122,130,SP-00000121,Supplier Part 121,9,83,1,2690.66,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
122,183,32,SP-00000122,Supplier Part 122,46,66,4,3260.07,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
123,1,140,SP-00000123,Supplier Part 123,35,62,9,2430.18,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
124,91,485,SP-00000124,Supplier Part 124,60,1,3,2704.7,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
125,27,427,SP-00000125,Supplier Part 125,33,77,5,123.87,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
126,136,108,SP-00000126,Supplier Part 126,11,35,10,597.22,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
127,49,207,SP-00000127,Supplier Part 127,16,38,6,1023.66,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
128,98,198,SP-00000128,Supplier Part 128,44,20,7,1385.97,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
129,93,247,SP-00000129,Supplier Part 129,10,25,5,927.19,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
130,61,437,SP-00000130,Supplier Part 130,8,54,7,2227.45,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
131,14,275,SP-00000131,Supplier Part 131,13,87,2,4358.93,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
