PRODUCT_ID,PRODUCT_CODE,PRODUCT_NAME,PRODUCT_DESCRIPTION_SHORT,PRODUCT_DESCRIPTION_LONG,PRODUCT_TYPE,PRODUCT_STATUS,BASE_UNIT_OF_MEASURE_ID,MAKE_BUY_INDICATOR,PRODUCT_CATEGORY_ID,OWNING_ORGANIZATION_ID,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
20,PAC-000020,Shipping Container Large Standard,Shipping Container Large Standard for industrial applications,Detailed specification for Shipping Container Large Standard. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
21,PNE-000021,Pressure Regulator XL,Pressure Regulator XL for industrial applications,Detailed specification for Pressure Regulator XL. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
22,POL-000022,Silicone Seal XL Medical-Grade,Silicone Seal XL Medical-Grade for industrial applications,Detailed specification for Silicone Seal XL Medical-Grade. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
23,POL-000023,Silicone Seal Medium Standard,Silicone Seal Medium Standard for industrial applications,Detailed specification for Silicone Seal Medium Standard. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
24,THE-000024,Heat Exchanger Large Standard,Heat Exchanger Large Standard for industrial applications,Detailed specification for Heat Exchanger Large Standard. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
25,BIO-000025,Control Module Medium Medical-Grade,Control Module Medium Medical-Grade for industrial applications,Detailed specification for Control Module Medium Medical-Grade. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
26,POL-000026,PEEK Rod  Standard,PEEK Rod  Standard for industrial applications,Detailed specification for PEEK Rod  Standard. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
27,ELE-000027,Power Supply  Standard,Power Supply  Standard for industrial applications,Detailed specification for Power Supply  Standard. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
28,POL-000028,PTFE Sheet XL Standard,PTFE Sheet XL Standard for industrial applications,Detailed specification for PTFE Sheet XL Standard. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
29,BIO-000029,Control Module Small Medical-Grade,Control Module Small Medical-Grade for industrial applications,Detailed specification for Control Module Small Medical-Grade. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
30,PRE-000030,Micro Bearing XL Standard,Micro Bearing XL Standard for industrial applications,Detailed specification for Micro Bearing XL Standard. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
31,BIO-000031,Control Module  Medical-Grade,Control Module  Medical-Grade for industrial applications,Detailed specification for Control Module  Medical-Grade. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
32,PAC-000032,Protective Foam Medium Premium,Protective Foam Medium Premium for industrial applications,Detailed specification for Protective Foam Medium Premium. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
33,PAC-000033,Anti-static Bag  Industrial,Anti-static Bag  Industrial for industrial applications,Detailed specification for Anti-static Bag  Industrial. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
34,ELE-000034,HMI Panel Large Industrial,HMI Panel Large Industrial for industrial applications,Detailed specification for HMI Panel Large Industrial. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
35,PAC-000035,Anti-static Bag  Standard,Anti-static Bag  Standard for industrial applications,Detailed specification for Anti-static Bag  Standard. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
36,ALL-000036,Stainless Steel Plate Large Premium,Stainless Steel Plate Large Premium for industrial applications,Detailed specification for Stainless Steel Plate Large Premium. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
37,PNE-000037,Pressure Regulator Medium Industrial,Pressure Regulator Medium Industrial for industrial applications,Detailed specification for Pressure Regulator Medium Industrial. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
38,ALL-000038,Copper Sheet Medium,Copper Sheet Medium for industrial applications,Detailed specification for Copper Sheet Medium. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
39,REA-000039,Assay Reagent XL Medical-Grade,Assay Reagent XL Medical-Grade for industrial applications,Detailed specification for Assay Reagent XL Medical-Grade. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
40,HYD-000040,Accumulator  Industrial,Accumulator  Industrial for industrial applications,Detailed specification for Accumulator  Industrial. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
41,PRE-000041,Encoder XL Industrial,Encoder XL Industrial for industrial applications,Detailed specification for Encoder XL Industrial. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
42,THE-000042,Compressor Unit XL Industrial,Compressor Unit XL Industrial for industrial applications,Detailed specification for Compressor Unit XL Industrial. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
43,ELE-000043,Sensor Module Medium Medical-Grade,Sensor Module Medium Medical-Grade for industrial applications,Detailed specification for Sensor Module Medium Medical-Grade. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
44,POL-000044,Nylon Block Large Industrial,Nylon Block Large Industrial for industrial applications,Detailed specification for Nylon Block Large Industrial. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
45,ELE-000045,HMI Panel  Medical-Grade,HMI Panel  Medical-Grade for industrial applications,Detailed specification for HMI Panel  Medical-Grade. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
46,THE-000046,Compressor Unit Small Medical-Grade,Compressor Unit Small Medical-Grade for industrial applications,Detailed specification for Compressor Unit Small Medical-Grade. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
47,HYD-000047,Cylinder Assembly XL Medical-Grade,Cylinder Assembly XL Medical-Grade for industrial applications,Detailed specification for Cylinder Assembly XL Medical-Grade. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
48,ALL-000048,Aluminum Billet Medium Industrial,Aluminum Billet Medium Industrial for industrial applications,Detailed specification for Aluminum Billet Medium Industrial. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
49,REA-000049,Buffer Solution Large Industrial,Buffer Solution Large Industrial for industrial applications,Detailed specification for Buffer Solution Large Industrial. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
50,PRE-000050,Linear Guide Small Medical-Grade,Linear Guide Small Medical-Grade for industrial applications,Detailed specification for Linear Guide Small Medical-Grade. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
51,REA-000051,Culture Medium XL Standard,Culture Medium XL Standard for industrial applications,Detailed specification for Culture Medium XL Standard. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
52,HYD-000052,Hydraulic Pump Medium Medical-Grade,Hydraulic Pump Medium Medical-Grade for industrial applications,Detailed specification for Hydraulic Pump Medium Medical-Grade. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
53,PNE-000053,Pressure Regulator  Medical-Grade,Pressure Regulator  Medical-Grade for industrial applications,Detailed specification for Pressure Regulator  Medical-Grade. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
54,THE-000054,Thermal Valve Small Medical-Grade,Thermal Valve Small Medical-Grade for industrial applications,Detailed specification for Thermal Valve Small Medical-Grade. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
55,PNE-000055,Filter Unit Small Premium,Filter Unit Small Premium for industrial applications,Detailed specification for Filter Unit Small Premium. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
56,HYD-000056,Hydraulic Pump Small Industrial,Hydraulic Pump Small Industrial for industrial applications,Detailed specification for Hydraulic Pump Small Industrial. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
57,REA-000057,Culture Medium XL Premium,Culture Medium XL Premium for industrial applications,Detailed specification for Culture Medium XL Premium. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
58,PNE-000058,Air Compressor,Air Compressor for industrial applications,Detailed specification for Air Compressor. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
59,PAC-000059,Protective Foam XL Industrial,Protective Foam XL Industrial for industrial applications,Detailed specification for Protective Foam XL Industrial. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
60,BIO-000060,Gripper Assembly XL,Gripper Assembly XL for industrial applications,Detailed specification for Gripper Assembly XL. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
61,POL-000061,PTFE Sheet Small Standard,PTFE Sheet Small Standard for industrial applications,Detailed specification for PTFE Sheet Small Standard. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
62,HYD-000062,Accumulator Large Medical-Grade,Accumulator Large Medical-Grade for industrial applications,Detailed specification for Accumulator Large Medical-Grade. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
63,PNE-000063,Pressure Regulator Large Standard,Pressure Regulator Large Standard for industrial applications,Detailed specification for Pressure Regulator Large Standard. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
64,ELE-000064,Power Supply Small Industrial,Power Supply Small Industrial for industrial applications,Detailed specification for Power Supply Small Industrial. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
65,ELE-000065,HMI Panel XL Industrial,HMI Panel XL Industrial for industrial applications,Detailed specification for HMI Panel XL Industrial. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
66,THE-000066,Heat Exchanger XL Medical-Grade,Heat Exchanger XL Medical-Grade for industrial applications,Detailed specification for Heat Exchanger XL Medical-Grade. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
67,BIO-000067,Sensor Array  Standard,Sensor Array  Standard for industrial applications,Detailed specification for Sensor Array  Standard. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
68,THE-000068,Thermal Valve Large Premium,Thermal Valve Large Premium for industrial applications,Detailed specification for Thermal Valve Large Premium. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
69,PAC-000069,Pallet Large,Pallet Large for industrial applications,Detailed specification for Pallet Large. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
70,PNE-000070,Filter Unit Small Standard,Filter Unit Small Standard for industrial applications,Detailed specification for Filter Unit Small Standard. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
71,HYD-000071,Hydraulic Pump Large Premium,Hydraulic Pump Large Premium for industrial applications,Detailed specification for Hydraulic Pump Large Premium. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
72,THE-000072,Cooling Assembly  Industrial,Cooling Assembly  Industrial for industrial applications,Detailed specification for Cooling Assembly  Industrial. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
73,ELE-000073,Sensor Module XL Medical-Grade,Sensor Module XL Medical-Grade for industrial applications,Detailed specification for Sensor Module XL Medical-Grade. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
74,ELE-000074,HMI Panel Large Standard,HMI Panel Large Standard for industrial applications,Detailed specification for HMI Panel Large Standard. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
75,HYD-000075,Cylinder Assembly Medium,Cylinder Assembly Medium for industrial applications,Detailed specification for Cylinder Assembly Medium. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
76,ALL-000076,Stainless Steel Plate Large Medical-Grade,Stainless Steel Plate Large Medical-Grade for industrial applications,Detailed specification for Stainless Steel Plate Large Medical-Grade. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
77,BIO-000077,Precision Arm Medium Standard,Precision Arm Medium Standard for industrial applications,Detailed specification for Precision Arm Medium Standard. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
78,HYD-000078,Accumulator,Accumulator for industrial applications,Detailed specification for Accumulator. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
79,REA-000079,Culture Medium Small Standard,Culture Medium Small Standard for industrial applications,Detailed specification for Culture Medium Small Standard. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
80,PNE-000080,Air Compressor Medium Medical-Grade,Air Compressor Medium Medical-Grade for industrial applications,Detailed specification for Air Compressor Medium Medical-Grade. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
81,ELE-000081,Power Supply Medium Industrial,Power Supply Medium Industrial for industrial applications,Detailed specification for Power Supply Medium Industrial. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
82,REA-000082,Buffer Solution Small Industrial,Buffer Solution Small Industrial for industrial applications,Detailed specification for Buffer Solution Small Industrial. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
