DELIVERY_ID,PURCHASE_ORDER_LINE_ID,SUPPLIER_ID,PROMISED_DATE,ACTUAL_DELIVERY_DATE,REQUESTED_QUANTITY,DELIVERED_QUANTITY,ON_TIME_FLAG,IN_FULL_FLAG,OTIF_FLAG,DAYS_EARLY_LATE,CREATED_TIMESTAMP
37,13937,171,2024-12-21,2024-12-17,349,280,True,False,False,-4,2024-12-21 20:11:07
38,6583,109,2024-06-18,2024-06-14,97,97,True,True,True,-4,2024-06-18 20:11:07
39,5224,139,2025-08-10,2025-08-13,272,272,False,True,False,3,2025-08-10 20:11:07
40,1475,28,2025-04-12,2025-04-23,127,127,False,True,False,11,2025-04-12 20:11:07
41,7890,62,2025-10-12,2025-10-22,458,458,False,True,False,10,2025-10-12 20:11:07
42,6332,51,2025-06-22,2025-07-04,372,372,False,True,False,12,2025-06-22 20:11:07
43,710,141,2025-01-18,2025-01-16,262,262,True,True,True,-2,2025-01-18 20:11:07
44,10173,140,2025-06-24,2025-06-24,126,126,True,True,True,0,2025-06-24 20:11:07
45,3530,199,2025-08-25,2025-08-22,393,347,True,False,False,-3,2025-08-25 20:11:07
46,13695,93,2024-04-21,2024-04-15,119,119,True,True,True,-6,2024-04-21 20:11:07
47,9888,189,2025-09-22,2025-09-22,456,456,True,True,True,0,2025-09-22 20:11:07
48,12562,181,2024-07-17,2024-07-12,253,253,True,True,True,-5,2024-07-17 20:11:07
49,10372,127,2024-06-11,2024-06-11,137,137,True,True,True,0,2024-06-11 20:11:07
50,6993,107,2024-03-22,2024-03-22,183,183,True,True,True,0,2024-03-22 20:11:07
51,4392,177,2025-09-18,2025-09-16,78,67,True,False,False,-2,2025-09-18 20:11:07
52,3560,148,2025-10-18,2025-10-21,100,100,False,True,False,3,2025-10-18 20:11:07
53,4394,12,2025-08-17,2025-08-16,84,84,True,True,True,-1,2025-08-17 20:11:07
54,3724,147,2025-07-09,2025-07-07,300,300,True,True,True,-2,2025-07-09 20:11:07
55,3983,39,2024-12-24,2024-12-26,493,493,False,True,False,2,2024-12-24 20:11:07
56,2877,43,2024-04-28,2024-04-26,475,475,True,True,True,-2,2024-04-28 20:11:07
57,9889,143,2025-04-15,2025-04-15,465,465,True,True,True,0,2025-04-15 20:11:07
58,6894,164,2024-09-12,2024-09-13,168,168,False,True,False,1,2024-09-12 20:11:07
59,9878,106,2024-01-26,2024-02-09,388,388,False,True,False,14,2024-01-26 20:11:07
60,7025,20,2024-09-23,2024-09-23,290,290,True,True,True,0,2024-09-23 20:11:07
61,12303,120,2024-04-11,2024-04-09,268,268,True,True,True,-2,2024-04-11 20:11:07
62,11339,170,2024-10-20,2024-10-21,443,443,False,True,False,1,2024-10-20 20:11:07
63,7349,17,2025-02-13,2025-02-08,477,477,True,True,True,-5,2025-02-13 20:11:07
64,8759,29,2024-11-16,2024-11-17,193,193,False,True,False,1,2024-11-16 20:11:07
65,4002,107,2025-02-01,2025-02-01,379,312,True,False,False,0,2025-02-01 20:11:07
66,352,183,2025-03-17,2025-03-22,121,121,False,True,False,5,2025-03-17 20:11:07
67,6427,45,2024-04-07,2024-04-07,398,398,True,True,True,0,2024-04-07 20:11:07
68,1113,101,2025-02-17,2025-02-19,250,250,False,True,False,2,2025-02-17 20:11:07
69,1662,154,2024-07-28,2024-07-29,344,344,False,True,False,1,2024-07-28 20:11:07
70,9538,182,2024-08-05,2024-08-05,456,435,True,False,False,0,2024-08-05 20:11:07
71,10533,147,2025-02-28,2025-02-24,225,225,True,True,True,-4,2025-02-28 20:11:07
72,3917,163,2025-02-11,2025-02-11,312,312,True,True,True,0,2025-02-11 20:11:07
73,11267,37,2025-02-01,2025-02-01,481,481,True,True,True,0,2025-02-01 20:11:07
74,14985,42,2025-04-23,2025-04-17,458,458,True,True,True,-6,2025-04-23 20:11:07
75,4725,157,2024-01-25,2024-01-21,64,64,True,True,True,-4,2024-01-25 20:11:07
76,8702,6,2024-07-15,2024-07-19,302,302,False,True,False,4,2024-07-15 20:11:07
77,14718,27,2025-07-26,2025-07-31,294,294,False,True,False,5,2025-07-26 20:11:07
78,7557,56,2025-05-04,2025-05-02,462,462,True,True,True,-2,2025-05-04 20:11:07
79,13094,68,2025-12-20,2025-12-20,432,432,True,True,True,0,2025-12-20 20:11:07
80,2479,1,2024-09-03,2024-09-03,197,197,True,True,True,0,2024-09-03 20:11:07
81,10712,153,2025-04-18,2025-04-15,53,53,True,True,True,-3,2025-04-18 20:11:07
82,7982,137,2025-10-24,2025-10-27,147,147,False,True,False,3,2025-10-24 20:11:07
83,4256,62,2025-03-16,2025-03-15,138,125,True,False,False,-1,2025-03-16 20:11:07
84,2483,128,2025-05-17,2025-05-17,148,148,True,True,True,0,2025-05-17 20:11:07
85,9345,115,2025-01-14,2025-01-10,160,120,True,False,False,-4,2025-01-14 20:11:07
86,11687,2,2025-07-29,2025-07-27,444,444,True,True,True,-2,2025-07-29 20:11:07
87,12738,117,2025-07-24,2025-07-23,206,206,True,True,True,-1,2025-07-24 20:11:07
88,1071,34,2024-11-04,2024-11-16,430,430,False,True,False,12,2024-11-04 20:11:07
89,3627,176,2024-12-12,2024-12-13,284,241,False,False,False,1,2024-12-12 20:11:07
90,1992,109,2024-10-08,2024-10-10,361,361,False,True,False,2,2024-10-08 20:11:07
91,13604,141,2025-02-26,2025-02-26,421,421,True,True,True,0,2025-02-26 20:11:07
92,328,82,2025-05-28,2025-05-27,310,310,True,True,True,-1,2025-05-28 20:11:07
93,3576,153,2025-06-18,2025-06-19,209,209,False,True,False,1,2025-06-18 20:11:07
94,1862,33,2024-03-09,2024-03-06,174,174,True,True,True,-3,2024-03-09 20:11:07
95,11154,119,2025-01-08,2025-01-08,311,311,True,True,True,0,2025-01-08 20:11:07
96,8381,110,2025-10-06,2025-10-06,155,155,True,True,True,0,2025-10-06 20:11:07
97,14909,26,2024-06-18,2024-06-13,288,288,True,True,True,-5,2024-06-18 20:11:07
98,9683,119,2025-03-11,2025-03-17,460,460,False,True,False,6,2025-03-11 20:11:07
99,12017,139,2025-03-24,2025-03-22,154,154,True,True,True,-2,2025-03-24 20:11:07
100,12998,155,2025-06-23,2025-06-27,467,467,False,True,False,4,2025-06-23 20:11:07
101,10382,171,2024-12-09,2024-12-12,159,159,False,True,False,3,2024-12-09 20:11:07
102,13664,9,2024-09-19,2024-09-16,370,370,True,True,True,-3,2024-09-19 20:11:07
103,8936,23,2025-10-30,2025-10-25,411,411,True,True,True,-5,2025-10-30 20:11:07
104,10346,185,2025-03-21,2025-04-03,467,467,False,True,False,13,2025-03-21 20:11:07
105,8668,123,2025-07-17,2025-07-14,260,260,True,True,True,-3,2025-07-17 20:11:07
106,10959,171,2024-09-24,2024-09-24,298,298,True,True,True,0,2024-09-24 20:11:07
107,137,26,2025-03-24,2025-03-22,156,156,True,True,True,-2,2025-03-24 20:11:07
108,8476,7,2025-06-08,2025-06-07,472,472,True,True,True,-1,2025-06-08 20:11:07
109,4001,21,2025-03-02,2025-02-28,427,427,True,True,True,-2,2025-03-02 20:11:07
110,10106,102,2024-04-29,2024-05-05,142,142,False,True,False,6,2024-04-29 20:11:07
111,3718,11,2025-12-10,2025-12-09,420,420,True,True,True,-1,2025-12-10 20:11:07
112,14925,107,2025-02-09,2025-02-18,433,433,False,True,False,9,2025-02-09 20:11:07
113,12596,119,2025-08-31,2025-08-31,342,342,True,True,True,0,2025-08-31 20:11:07
114,11529,4,2025-01-23,2025-01-20,403,403,True,True,True,-3,2025-01-23 20:11:07
115,8961,106,2025-02-10,2025-02-12,58,58,False,True,False,2,2025-02-10 20:11:07
116,14909,174,2024-11-10,2024-11-10,272,272,True,True,True,0,2024-11-10 20:11:07
117,5347,50,2025-11-21,2025-11-30,484,484,False,True,False,9,2025-11-21 20:11:07
118,1040,189,2024-04-19,2024-04-18,66,66,True,True,True,-1,2024-04-19 20:11:07
119,6175,77,2025-01-24,2025-02-01,73,73,False,True,False,8,2025-01-24 20:11:07
120,14954,37,2025-02-05,2025-01-31,267,267,True,True,True,-5,2025-02-05 20:11:07
121,14502,69,2024-02-08,2024-02-07,76,76,True,True,True,-1,2024-02-08 20:11:07
122,11139,179,2024-02-24,2024-03-05,247,247,False,True,False,10,2024-02-24 20:11:07
123,1952,49,2024-11-08,2024-11-07,366,366,True,True,True,-1,2024-11-08 20:11:07
124,10153,187,2025-12-04,2025-11-28,393,393,True,True,True,-6,2025-12-04 20:11:07
125,9793,60,2024-09-02,2024-09-02,343,343,True,True,True,0,2024-09-02 20:11:07
126,1403,122,2024-07-15,2024-07-15,337,337,True,True,True,0,2024-07-15 20:11:07
127,7425,191,2024-04-29,2024-04-27,474,474,True,True,True,-2,2024-04-29 20:11:07
128,7318,25,2025-04-26,2025-05-01,401,401,False,True,False,5,2025-04-26 20:11:07
129,11074,101,2024-09-29,2024-09-30,500,500,False,True,False,1,2024-09-29 20:11:07
130,12949,29,2024-08-23,2024-08-24,420,420,False,True,False,1,2024-08-23 20:11:07
131,1903,79,2025-07-15,2025-07-09,191,191,True,True,True,-6,2025-07-15 20:11:07
132,13435,111,2025-08-13,2025-08-20,308,308,False,True,False,7,2025-08-13 20:11:07
133,5189,126,2025-06-04,2025-06-03,71,71,True,True,True,-1,2025-06-04 20:11:07
134,4106,78,2024-05-27,2024-05-26,117,117,True,True,True,-1,2024-05-27 20:11:07
135,1416,23,2025-08-11,2025-08-09,62,62,True,True,True,-2,2025-08-11 20:11:07
136,6026,196,2025-05-22,2025-06-04,415,331,False,False,False,13,2025-05-22 20:11:07
137,14543,57,2025-10-26,2025-11-01,378,378,False,True,False,6,2025-10-26 20:11:07
138,8115,85,2024-03-13,2024-03-25,400,400,False,True,False,12,2024-03-13 20:11:07
139,5847,199,2024-11-15,2024-11-14,354,354,True,True,True,-1,2024-11-15 20:11:07
140,4159,184,2025-08-05,2025-08-05,99,92,True,False,False,0,2025-08-05 20:11:07
141,5873,60,2024-03-22,2024-03-23,444,444,False,True,False,1,2024-03-22 20:11:07
142,4450,14,2025-11-08,2025-11-09,146,146,False,True,False,1,2025-11-08 20:11:07
143,1286,85,2024-06-13,2024-06-11,478,478,True,True,True,-2,2024-06-13 20:11:07
144,11418,69,2024-09-03,2024-09-03,411,359,True,False,False,0,2024-09-03 20:11:07
145,1484,14,2025-09-02,2025-09-02,245,209,True,False,False,0,2025-09-02 20:11:07
146,1353,37,2024-08-08,2024-08-03,243,243,True,True,True,-5,2024-08-08 20:11:07
147,12129,113,2025-09-11,2025-09-11,472,472,True,True,True,0,2025-09-11 20:11:07
148,8644,132,2025-12-15,2025-12-19,306,306,False,True,False,4,2025-12-15 20:11:07
149,7665,146,2025-11-09,2025-11-13,491,491,False,True,False,4,2025-11-09 20:11:07
150,12658,158,2025-04-04,2025-04-04,84,84,True,True,True,0,2025-04-04 20:11:07
151,8704,148,2025-03-01,2025-03-10,297,297,False,True,False,9,2025-03-01 20:11:07
152,13922,6,2025-10-11,2025-10-08,189,167,True,False,False,-3,2025-10-11 20:11:07
153,1839,81,2025-07-25,2025-07-28,337,260,False,False,False,3,2025-07-25 20:11:07
154,5386,114,2024-12-22,2024-12-23,429,429,False,True,False,1,2024-12-22 20:11:07
155,11186,67,2024-02-13,2024-02-20,498,498,False,True,False,7,2024-02-13 20:11:07
156,11598,133,2024-08-04,2024-08-15,310,310,False,True,False,11,2024-08-04 20:11:07
157,8110,197,2024-02-23,2024-03-03,346,346,False,True,False,9,2024-02-23 20:11:07
158,3431,79,2024-05-21,2024-05-19,411,411,True,True,True,-2,2024-05-21 20:11:07
159,6966,199,2025-07-03,2025-06-29,396,396,True,True,True,-4,2025-07-03 20:11:07
160,9127,139,2024-01-21,2024-01-21,274,274,True,True,True,0,2024-01-21 20:11:07
161,5218,146,2024-04-21,2024-04-22,445,445,False,True,False,1,2024-04-21 20:11:07
162,13799,2,2025-03-12,2025-03-13,407,407,False,True,False,1,2025-03-12 20:11:07
163,6221,156,2024-02-14,2024-02-11,292,292,True,True,True,-3,2024-02-14 20:11:07
164,9725,156,2025-04-10,2025-04-12,215,215,False,True,False,2,2025-04-10 20:11:07
165,699,1,2024-08-17,2024-08-14,253,253,True,True,True,-3,2024-08-17 20:11:07
166,7720,28,2025-04-25,2025-04-29,249,249,False,True,False,4,2025-04-25 20:11:07
167,2280,166,2025-09-27,2025-09-28,387,387,False,True,False,1,2025-09-27 20:11:07
168,2230,32,2025-08-22,2025-08-21,351,351,True,True,True,-1,2025-08-22 20:11:07
169,2123,80,2024-10-27,2024-10-26,383,383,True,True,True,-1,2024-10-27 20:11:07
170,6283,118,2024-04-23,2024-04-23,119,119,True,True,True,0,2024-04-23 20:11:07
171,9913,146,2025-12-09,2025-12-08,464,464,True,True,True,-1,2025-12-09 20:11:07
172,1305,18,2025-03-31,2025-03-28,298,298,True,True,True,-3,2025-03-31 20:11:07
173,354,61,2025-05-05,2025-05-18,478,478,False,True,False,13,2025-05-05 20:11:07
174,11651,147,2025-11-07,2025-11-08,312,312,False,True,False,1,2025-11-07 20:11:07
175,5995,180,2024-12-20,2024-12-24,266,266,False,True,False,4,2024-12-20 20:11:07
176,13880,123,2025-08-03,2025-08-02,239,224,True,False,False,-1,2025-08-03 20:11:07
177,10439,25,2024-03-09,2024-03-21,411,411,False,True,False,12,2024-03-09 20:11:07
178,942,102,2025-05-10,2025-05-15,411,411,False,True,False,5,2025-05-10 20:11:07
179,14339,61,2024-06-28,2024-06-27,312,312,True,True,True,-1,2024-06-28 20:11:07
180,8703,154,2025-11-21,2025-11-24,89,89,False,True,False,3,2025-11-21 20:11:07
181,6264,119,2024-07-15,2024-07-14,353,353,True,True,True,-1,2024-07-15 20:11:07
182,14877,149,2025-11-26,2025-11-27,157,157,False,True,False,1,2025-11-26 20:11:07
183,5015,158,2025-10-25,2025-10-26,247,247,False,True,False,1,2025-10-25 20:11:07
184,14745,34,2025-02-05,2025-02-06,165,165,False,True,False,1,2025-02-05 20:11:07
185,7581,48,2025-07-12,2025-07-15,180,180,False,True,False,3,2025-07-12 20:11:07
186,11244,156,2025-01-26,2025-01-24,486,486,True,True,True,-2,2025-01-26 20:11:07
187,4384,178,2025-07-11,2025-07-11,131,131,True,True,True,0,2025-07-11 20:11:07
188,6392,10,2025-08-27,2025-08-25,404,404,True,True,True,-2,2025-08-27 20:11:07
189,6246,185,2025-08-19,2025-08-24,367,367,False,True,False,5,2025-08-19 20:11:07
190,11746,80,2024-03-13,2024-03-25,300,300,False,True,False,12,2024-03-13 20:11:07
191,2112,94,2024-10-08,2024-10-03,492,492,True,True,True,-5,2024-10-08 20:11:07
192,11757,61,2024-02-28,2024-02-26,443,443,True,True,True,-2,2024-02-28 20:11:07
193,12766,109,2024-09-19,2024-09-22,240,240,False,True,False,3,2024-09-19 20:11:07
194,13525,95,2025-06-01,2025-06-01,453,453,True,True,True,0,2025-06-01 20:11:07
195,9409,89,2024-05-21,2024-05-21,98,98,True,True,True,0,2024-05-21 20:11:07
196,2777,117,2024-06-07,2024-06-10,490,490,False,True,False,3,2024-06-07 20:11:07
197,707,197,2024-09-12,2024-09-09,189,189,True,True,True,-3,2024-09-12 20:11:07
198,4602,87,2025-11-06,2025-11-09,383,383,False,True,False,3,2025-11-06 20:11:07
199,8125,69,2025-02-13,2025-02-15,434,434,False,True,False,2,2025-02-13 20:11:07
200,114,124,2024-04-23,2024-04-23,85,85,True,True,True,0,2024-04-23 20:11:07
201,14796,36,2024-08-02,2024-08-09,161,161,False,True,False,7,2024-08-02 20:11:07
202,12530,180,2024-07-16,2024-07-16,377,377,True,True,True,0,2024-07-16 20:11:07
203,3505,29,2024-08-08,2024-08-05,338,338,True,True,True,-3,2024-08-08 20:11:07
204,64,123,2024-10-21,2024-10-24,59,59,False,True,False,3,2024-10-21 20:11:07
205,9198,15,2025-06-02,2025-06-01,160,149,True,False,False,-1,2025-06-02 20:11:07
206,11932,51,2025-01-02,2025-01-02,75,75,True,True,True,0,2025-01-02 20:11:07
207,4661,119,2025-08-03,2025-08-06,176,176,False,True,False,3,2025-08-03 20:11:07
208,4960,79,2025-12-16,2025-12-19,135,135,False,True,False,3,2025-12-16 20:11:07
209,10734,150,2024-04-28,2024-04-28,59,59,True,True,True,0,2024-04-28 20:11:07
210,3453,49,2025-11-16,2025-11-19,352,352,False,True,False,3,2025-11-16 20:11:07
211,12416,167,2025-01-22,2025-01-23,178,178,False,True,False,1,2025-01-22 20:11:07
212,13663,134,2024-06-09,2024-06-09,116,116,True,True,True,0,2024-06-09 20:11:07
213,5848,170,2024-08-04,2024-08-02,331,331,True,True,True,-2,2024-08-04 20:11:07
214,11489,169,2025-01-18,2025-01-17,312,312,True,True,True,-1,2025-01-18 20:11:07
215,9646,168,2025-08-04,2025-08-07,248,248,False,True,False,3,2025-08-04 20:11:07
216,1098,74,2025-08-18,2025-08-28,293,293,False,True,False,10,2025-08-18 20:11:07
217,5208,91,2024-02-20,2024-02-20,280,280,True,True,True,0,2024-02-20 20:11:07
218,13378,120,2025-06-19,2025-06-24,433,433,False,True,False,5,2025-06-19 20:11:07
219,1638,87,2025-04-09,2025-04-09,491,491,True,True,True,0,2025-04-09 20:11:07
220,14307,45,2024-03-04,2024-03-08,467,467,False,True,False,4,2024-03-04 20:11:07
221,4527,17,2024-08-07,2024-08-07,223,223,True,True,True,0,2024-08-07 20:11:07
222,12140,89,2025-10-30,2025-11-01,191,191,False,True,False,2,2025-10-30 20:11:07
223,622,199,2025-08-27,2025-08-23,216,216,True,True,True,-4,2025-08-27 20:11:07
224,7918,3,2024-04-28,2024-05-01,147,147,False,True,False,3,2024-04-28 20:11:07
225,5514,80,2025-01-03,2025-01-01,316,316,True,True,True,-2,2025-01-03 20:11:07
226,1635,53,2025-03-29,2025-04-03,204,204,False,True,False,5,2025-03-29 20:11:07
227,13897,145,2025-07-12,2025-07-13,282,282,False,True,False,1,2025-07-12 20:11:07
228,10280,9,2024-07-20,2024-07-19,282,282,True,True,True,-1,2024-07-20 20:11:07
229,13479,120,2025-12-13,2025-12-11,208,208,True,True,True,-2,2025-12-13 20:11:07
230,13075,114,2024-09-07,2024-09-08,129,129,False,True,False,1,2024-09-07 20:11:07
231,13586,39,2025-02-18,2025-02-17,110,110,True,True,True,-1,2025-02-18 20:11:07
232,14715,140,2024-12-04,2024-12-11,225,225,False,True,False,7,2024-12-04 20:11:07
233,122,70,2024-09-23,2024-09-27,82,82,False,True,False,4,2024-09-23 20:11:07
234,14839,37,2025-04-20,2025-04-21,443,443,False,True,False,1,2025-04-20 20:11:07
235,1154,77,2025-01-31,2025-02-03,358,358,False,True,False,3,2025-01-31 20:11:07
236,10152,95,2025-01-22,2025-01-21,67,67,True,True,True,-1,2025-01-22 20:11:07
237,4387,97,2025-12-06,2025-12-07,442,442,False,True,False,1,2025-12-06 20:11:07
238,13500,139,2025-11-18,2025-11-15,408,408,True,True,True,-3,2025-11-18 20:11:07
239,5718,47,2025-07-27,2025-07-27,266,266,True,True,True,0,2025-07-27 20:11:07
240,3345,35,2024-12-26,2024-12-26,497,497,True,True,True,0,2024-12-26 20:11:07
241,5028,114,2024-06-09,2024-06-10,437,312,False,False,False,1,2024-06-09 20:11:07
242,12602,87,2024-08-24,2024-08-24,310,310,True,True,True,0,2024-08-24 20:11:07
243,6778,76,2024-09-26,2024-09-26,289,289,True,True,True,0,2024-09-26 20:11:07
244,11622,161,2024-10-31,2024-11-10,427,427,False,True,False,10,2024-10-31 20:11:07
245,176,116,2024-03-12,2024-03-14,160,160,False,True,False,2,2024-03-12 20:11:07
246,6235,79,2025-02-03,2025-02-05,253,253,False,True,False,2,2025-02-03 20:11:07
247,12752,51,2024-02-26,2024-02-26,461,461,True,True,True,0,2024-02-26 20:11:07
248,14104,18,2025-03-19,2025-03-19,108,94,True,False,False,0,2025-03-19 20:11:07
249,13519,140,2024-10-04,2024-10-06,258,258,False,True,False,2,2024-10-04 20:11:07
250,12106,182,2025-04-12,2025-04-14,436,436,False,True,False,2,2025-04-12 20:11:07
251,5654,174,2025-07-24,2025-07-24,460,460,True,True,True,0,2025-07-24 20:11:07
252,8523,112,2024-11-01,2024-11-03,59,59,False,True,False,2,2024-11-01 20:11:07
253,3917,179,2024-08-01,2024-08-03,177,177,False,True,False,2,2024-08-01 20:11:07
254,11681,143,2025-05-08,2025-04-30,362,362,True,True,True,-8,2025-05-08 20:11:07
255,12627,162,2025-03-07,2025-03-07,335,335,True,True,True,0,2025-03-07 20:11:07
256,8970,157,2024-11-01,2024-11-01,284,284,True,True,True,0,2024-11-01 20:11:07
257,3204,67,2025-01-08,2025-01-08,86,86,True,True,True,0,2025-01-08 20:11:07
258,8904,33,2025-04-08,2025-04-12,400,400,False,True,False,4,2025-04-08 20:11:07
259,8185,113,2025-04-22,2025-04-29,140,140,False,True,False,7,2025-04-22 20:11:07
260,10851,1,2025-02-15,2025-02-10,63,63,True,True,True,-5,2025-02-15 20:11:07
261,8120,6,2024-07-29,2024-07-29,298,298,True,True,True,0,2024-07-29 20:11:07
262,14833,191,2024-12-19,2024-12-23,261,215,False,False,False,4,2024-12-19 20:11:07
263,12644,152,2024-09-10,2024-09-09,138,138,True,True,True,-1,2024-09-10 20:11:07
264,2368,113,2024-12-10,2024-12-08,288,288,True,True,True,-2,2024-12-10 20:11:07
265,3442,172,2024-10-07,2024-10-03,364,364,True,True,True,-4,2024-10-07 20:11:07
266,8066,37,2025-05-23,2025-05-23,296,296,True,True,True,0,2025-05-23 20:11:07
267,2662,52,2025-11-14,2025-11-14,272,272,True,True,True,0,2025-11-14 20:11:07
268,13459,21,2025-10-28,2025-10-28,436,436,True,True,True,0,2025-10-28 20:11:07
269,12468,64,2024-07-22,2024-07-26,286,286,False,True,False,4,2024-07-22 20:11:07
270,10923,110,2025-12-10,2025-12-11,382,382,False,True,False,1,2025-12-10 20:11:07
271,14453,108,2024-11-05,2024-11-07,117,90,False,False,False,2,2024-11-05 20:11:07
272,2665,42,2024-07-08,2024-07-08,229,229,True,True,True,0,2024-07-08 20:11:07
273,11181,106,2024-09-29,2024-09-27,253,253,True,True,True,-2,2024-09-29 20:11:07
274,14895,83,2025-04-10,2025-04-13,376,376,False,True,False,3,2025-04-10 20:11:07
275,1491,143,2024-09-09,2024-09-12,404,352,False,False,False,3,2024-09-09 20:11:07
276,13221,166,2025-07-14,2025-07-13,223,223,True,True,True,-1,2025-07-14 20:11:07
277,5040,130,2025-03-29,2025-03-27,282,282,True,True,True,-2,2025-03-29 20:11:07
278,14734,173,2025-06-25,2025-06-23,486,486,True,True,True,-2,2025-06-25 20:11:07
279,170,110,2024-10-02,2024-10-01,338,338,True,True,True,-1,2024-10-02 20:11:07
280,14553,17,2024-05-06,2024-05-09,228,228,False,True,False,3,2024-05-06 20:11:07
281,13415,30,2025-01-10,2025-01-08,450,450,True,True,True,-2,2025-01-10 20:11:07
282,8958,172,2024-09-02,2024-08-29,147,147,True,True,True,-4,2024-09-02 20:11:07
283,14672,40,2025-10-11,2025-10-06,189,189,True,True,True,-5,2025-10-11 20:11:07
284,5659,101,2025-05-19,2025-05-20,365,365,False,True,False,1,2025-05-19 20:11:07
285,12087,100,2024-11-01,2024-10-27,234,234,True,True,True,-5,2024-11-01 20:11:07
286,14480,197,2025-01-22,2025-01-28,205,205,False,True,False,6,2025-01-22 20:11:07
287,14917,125,2024-11-23,2024-11-25,345,345,False,True,False,2,2024-11-23 20:11:07
288,1992,183,2025-10-17,2025-10-13,153,132,True,False,False,-4,2025-10-17 20:11:07
289,8469,10,2024-02-14,2024-02-14,94,94,True,True,True,0,2024-02-14 20:11:07
290,8185,191,2025-04-24,2025-04-25,413,413,False,True,False,1,2025-04-24 20:11:07
291,9558,77,2024-03-26,2024-03-23,458,458,True,True,True,-3,2024-03-26 20:11:07
292,10278,60,2024-08-21,2024-08-27,311,311,False,True,False,6,2024-08-21 20:11:07
293,14807,70,2025-06-21,2025-06-26,293,293,False,True,False,5,2025-06-21 20:11:07
294,10670,10,2025-08-27,2025-08-24,422,422,True,True,True,-3,2025-08-27 20:11:07
295,11794,64,2024-11-20,2024-11-17,427,427,True,True,True,-3,2024-11-20 20:11:07
